Country,HCI,EDU,HEALTH,SANI,DEBT,GDP,PNEMO,DIARE
Ethiopia,0.38410059,5.64951992,3.45336151,6.07435669,26169980395,768.523015,23002,182.1409954
Finland,0.814484,6.363110065,9.12670135,84.0998726,,46412.1365,1,0.138198959
France,0.75596029,5.451600075,11.3327618,78.639709,,38781.0495,34,0.433955943
"Micronesia, Fed. Sts.",0.46641678,12.41641998,12.2143879,,,3289.64212,,
Gabon,0.45638788,3.326809883,2.78068829,,6499313033,7230.43491,91,55.1556195
United Kingdom,0.77698225,5.444180012,9.80787468,98.0541284,,40857.7556,106,0.266475575
Georgia,0.60905772,3.574429989,7.05804443,35.7566929,16423920740,4357.00094,43,2.797252612
Ghana,0.44349009,3.627379894,3.35796332,11.9385729,22212841568,2074.29073,4566,90.16760674
Guinea,0.3690826,2.320339918,3.91060591,,2388386754,855.575271,8107,162.5781607
"Gambia, The",0.40329286,2.459189892,4.14472675,30.8082034,660865799.8,679.755072,,
Greece,0.69480586,3.47220993,8.10309219,89.3943852,,18582.0893,15,0.230429603
Grenada,0.54119492,3.173799992,4.65701056,,561492097.2,10152.8328,2,3.901986866
Guatemala,0.45677122,2.950099945,6.13921785,,23264893724,4454.04815,2662,56.47387052
Guyana,0.49434304,4.66478014,4.31911182,,1582078488,6124.95367,28,25.38698285
"Hong Kong SAR, China",0.82171804,3.310100079,,85.9548275,,46165.8565,,
Honduras,0.48030594,4.937019825,6.98996687,48.5590408,8741578894,2436.67164,264,47.02501531
Croatia,0.72936565,3.905669928,6.75844765,71.6935387,,13629.2896,3,0.769805766
Haiti,0.44478798,1.591189981,4.78747177,,2169815133,1369.06373,3425,227.7561814
Hungary,0.70506459,4.619729996,6.75595856,86.904568,,14623.6966,19,0.942531757
Indonesia,0.53795725,2.669980049,2.90417194,,3.53564E+11,3837.57802,10476,50.67604489
India,0.48479581,,2.93597651,39.8855121,5.11473E+11,1980.66702,146165,57.47079633
Ireland,0.81367534,3.468849897,7.06397724,82.4533029,,69774.029,3,0.4475926
"Iran, Islamic Rep.",0.5922091,3.790400028,8.42790699,,6819093933,5520.31478,,
Iraq,0.39948228,,4.19215298,42.3603371,,4985.45288,1230,10.13296281
Iceland,0.74343109,7.583859921,8.30908108,78.8112498,,72010.149,0,0.366533086
Israel,0.76306444,6.102729797,7.28954744,92.6918027,,40774.1296,15,0.641642681
Italy,0.75288039,4.044939995,8.6777401,95.7646145,,32406.7203,27,0.336489553
Jamaica,0.53927195,5.260169983,6.14843798,,14808025916,5070.0995,21,3.700060442
Jordan,0.54693019,3.228539944,7.98199606,81.6893223,30051460369,4231.51828,336,2.963449368
Japan,0.84070921,,10.65627,80.2391151,,38891.0863,126,0.659456683
Kazakhstan,0.77706039,2.750819921,3.05244446,,1.58949E+11,9247.58133,612,2.256456232
Kenya,0.54218608,5.366680145,4.1409831,,26929600434,1633.49122,7107,142.0049875
Kyrgyz Republic,0.59354621,6.026189804,6.18586302,92.0313877,8124567544,1242.76964,,
Cambodia,0.49068487,,5.72757244,,11425279074,1385.26007,3840,22.86526588
Kiribati,0.47071549,10.86316013,10.6867867,25.6797113,,1640.57121,8,61.24110777
St. Kitts and Nevis,0.57247442,,5.59630823,,,20384.7479,,
"Korea, Rep.",0.83454508,4.328239918,7.10694933,97.7370098,,31616.8434,,
Kuwait,0.56426024,6.36548996,4.65326786,100,,29759.4675,33,1.023392566
Lao PDR,0.45681542,,2.52606821,57.9302484,14696314073,2455.21156,,
Lebanon,0.52463597,2.132940054,7.7873559,15.7547538,74165438619,7819.60467,48,3.071807888
Liberia,0.31757024,2.76128006,9.09297276,,1122234392,721.085044,646,253.8738622
St. Lucia,0.58858675,3.633480072,4.65729332,,621896095.4,11034.6298,,
Sri Lanka,0.59337056,2.799249887,3.59565234,,50765545979,4077.04384,145,1.755190411
Lesotho,0.39849252,8.156889915,10.0877867,42.1465628,935953109.2,1102.94441,535,171.403533
Lithuania,0.72669524,3.812200069,6.47513723,93.3536352,,16885.4074,10,0.992428243
Luxembourg,0.69236857,3.569590092,5.25779152,96.7249851,,110193.214,0,0.811954038
Latvia,0.73835343,4.370299816,5.97031736,76.5155682,,15695.1152,6,0.550803856
"Macao SAR, China",0.76328814,2.705579996,,63.3345064,,81019.4738,,
Morocco,0.49254099,,5.23467541,38.3760378,51023139826,3035.45443,1250,37.88664136
Moldova,0.58176094,5.618440151,7.01328516,,6968633843,3509.69345,79,1.976324075
Madagascar,0.38549268,2.836420059,4.84431553,9.40730836,3382076962,515.293323,6407,326.5129242
Mexico,0.61165708,4.518219948,5.45759058,50.0587208,4.44153E+11,9287.84959,2996,9.503914499
Marshall Islands,0.40436763,,16.0777836,,,3672.57678,4,12.32334479
North Macedonia,0.53539205,,6.5939827,12.3435891,8544276017,5450.49288,14,2.044423693
Mali,0.32150519,3.789769888,3.67425632,17.8275978,4278552577,830.021515,12410,184.9031394
Malta,0.70849055,4.651629925,8.89494133,91.8679747,,28250.6978,1,0.312079098
Myanmar,0.47183251,2.087680101,5.08065748,60.8580494,10759099311,1151.11446,7987,43.13836018
Montenegro,0.62282223,,7.98255444,43.3386124,7218787357,7784.06529,2,0.381700702
Mongolia,0.61730927,4.088590145,4.0050602,51.4959185,27963178993,3687.1,335,13.61348783
Mozambique,0.35546702,5.505559921,7.75916147,,15821707639,461.415094,7154,91.87575347
Mauritania,0.37059149,,3.33722878,,5241041041,1587.61126,562,192.5863967
Mauritius,0.62326992,5.02312994,5.80943251,,15847138721,10484.9084,9,5.720142555
Malawi,0.4110617,4.031330109,10.8875599,23.4540728,2162398106,506.137294,4540,122.0553199
Malaysia,0.63257867,4.675310135,3.70413661,75.8628162,,10259.3048,220,2.041790284
Namibia,0.44507807,9.759980202,8.72573948,,,5367.11467,289,71.96466704
Niger,0.31802946,2.577159882,5.57411432,15.0104533,3055084477,517.771572,18838,556.7822709
Nigeria,0.35475317,,3.75336528,28.7353496,45780013170,1968.5654,141943,451.0302564
Nicaragua,0.50738102,4.357689857,8.33672619,,11521270259,2159.15671,387,16.01835861
Netherlands,0.8030386,5.17509985,10.1082983,97.4901066,,48675.2223,9,0.322244262
Norway,0.76853484,7.911980152,10.3158903,64.3430383,,75496.7541,2,0.237322124
Nepal,0.4981924,4.76722002,4.72173262,41.1154797,4963402939,1048.45376,4185,31.16336604
New Zealand,0.77121401,6.259739876,9.01967621,81.3007178,,42992.8953,8,0.753265348
Oman,0.61118734,5.840189934,3.97070861,,,17329.1855,45,2.223158938
Pakistan,0.39930359,2.89951992,2.90229392,,91660862634,1464.9262,53514,128.7836859
Panama,0.51394439,2.882240057,6.90812922,,93148803468,15146.4085,152,20.97869525
Peru,0.59461528,3.931309938,4.91776848,45.3975892,67603581697,6710.5076,1299,12.19101305
Philippines,0.54901558,4.400000095,3.960428,57.0956432,73098382247,3123.24564,11172,27.97171144
Palau,0.56731063,,12.0442257,,,16019.9899,1,5.600749642
Papua New Guinea,0.42477205,1.964930058,2.22970963,,17223736382,2695.24901,4884,107.6937385
Poland,0.7602222,4.558460236,6.5601325,90.1579376,,13864.6818,78,0.348686363
Portugal,0.78344017,5.015610218,9.30583763,82.7822504,,21490.4299,11,0.886800449
Paraguay,0.52750599,3.08968997,6.60703087,58.1285606,15928953800,5678.86997,158,9.805139554
West Bank and Gaza,0.571729,4.721539974,,62.0646129,,3620.36049,,
Qatar,0.63482553,2.967459917,2.977561,97.2,,59124.8673,6,1.587177449
Romania,0.59441012,3.095390081,5.1508317,77.3590166,1.14008E+11,10807.0092,412,1.600725749
Russian Federation,0.72895044,4.689909935,5.35889769,60.1932714,5.1428E+11,10720.3327,,
Rwanda,0.37691203,3.126460075,6.38999128,,5076087516,772.316989,2329,103.3173131
Saudi Arabia,0.58075303,,6.26256323,55.4559624,,20802.4663,50,2.437924296
Sudan,0.37604046,,6.05546141,,21700605590,1011.52122,3546,141.5587576
Senegal,0.42106333,4.624969959,3.99707484,22.3553081,9820214449,1361.70197,2955,178.9842723
Singapore,0.88708365,2.768260002,4.36418819,100,,61176.4564,12,0.292521055
Solomon Islands,0.43085971,,4.22589684,,376730656.2,2332.84422,101,52.06333809
Sierra Leone,0.35328621,4.635769844,9.39976025,13.2467613,1751064531,496.682295,4534,116.0351688
El Salvador,0.54498571,3.725229979,7.21280336,,17179362768,3910.2544,138,11.76246141
Serbia,0.75948548,3.710160017,8.22039318,18.2892042,31453934636,6292.54363,15,0.617062127
South Sudan,0.30591297,,8.23701382,,,,5926,265.6442301
Slovak Republic,0.68005013,3.940639973,6.77144289,82.125189,,17538.0486,,
Slovenia,0.7886883,4.780779839,8.18522835,68.0709418,,23514.0255,1,0.182326238
Sweden,0.80250996,7.568830013,10.7851,94.7855416,,53791.5087,6,0.397784926
Eswatini,0.3695409,6.138090134,6.98103666,,653829149.2,3914.41848,258,150.0917776
Seychelles,0.63055718,3.677289963,4.90735865,,,15945.2649,2,3.451866925
Chad,0.29902899,2.454819918,4.55722904,9.62576907,3123892175,665.948885,13764,828.807036
Togo,0.42079276,3.760529995,6.49387741,8.71184639,1645785104,830.745277,1600,445.4932931
Thailand,0.6168614,3.355730057,3.84309888,24.9424912,1.61647E+11,6593.81835,454,3.557358955
Tajikistan,0.5421263,5.83796978,7.2288146,,5621789479,848.67238,2162,59.0491716
Timor-Leste,0.45305189,7.106100082,6.7448473,,124522399.4,1299.49464,,
Tonga,0.51803416,,5.09755182,34.6831229,193072348.9,4513.43253,4,2.238644317
Trinidad and Tobago,0.60232681,3.561269999,6.99457884,,,16173.7401,13,4.815734385
Tunisia,0.50960952,,6.84927845,77.3491032,33500794817,3687.77746,115,1.63975811
Turkey,0.62530988,,4.17974997,76.5048176,4.56562E+11,10589.6677,702,4.172995495
Tuvalu,0.44052565,,16.7785263,6.13440276,,3574.06529,0,7.033341685
Tanzania,0.38626108,4.430510044,4.08257437,24.1449869,21418368689,1004.90659,19818,48.20256445
Uganda,0.38212579,2.263360023,4.0002389,,11672672164,746.830753,8271,83.30280131
Ukraine,0.64237851,5.412260056,7.43332481,69.6863874,1.227E+11,2638.32605,208,0.755053525
Uruguay,0.60236776,4.485839844,8.82179165,,,18690.8938,27,3.052894523
United States,0.71368325,,16.8058357,98.2992858,,60109.6557,579,0.331491594
St. Vincent and the Grenadines,0.53586459,5.73195982,4.32440805,,335439396.4,7213.02586,,
Vietnam,0.68723935,4.085539818,4.71283436,,1.0409E+11,2365.52162,2891,2.054204786
Vanuatu,0.4447504,4.533530235,2.7629149,,401420199.8,3082.47508,32,34.13135155
Samoa,0.52239424,4.183159828,5.56750727,47.7401101,443075541.6,4258.97877,6,6.92121133
Kosovo,0.56906199,,,,2504230895,4009.38099,,
"Yemen, Rep.",0.37263626,,,18.0116756,7193099658,964.264811,,
South Africa,0.42254934,6.113059998,8.72262383,,1.74921E+11,6690.93985,4371,77.98337304
Zambia,0.39117557,3.729640007,4.37697697,,22954319549,1535.19657,4065,170.367009
Zimbabwe,0.46124157,5.381060123,7.46975242,26.5768235,12510355251,1235.18903,4865,58.81724418
Afghanistan,0.40028414,3.213779926,13.2422018,,2661685957,494.17935,13770,61.83018533
Angola,0.36240539,1.821179986,2.53335953,,64446155980,2809.62609,5577,137.703651
Albania,0.63425094,3.945760012,,47.5771415,9556855649,5395.65953,65,0.876105227
United Arab Emirates,0.6730119,3.102699995,4.27504921,99.1476997,,42701.443,5,0.647198152
Argentina,0.60214472,4.802370071,9.5100708,,2.81724E+11,10056.6379,450,3.208987031
Armenia,0.5789988,2.561850071,11.3352642,67.7627958,11884488146,4604.64632,97,3.251578982
Antigua and Barbuda,0.5957039,2.822149992,4.44295979,,,17376.6497,1,4.250098255
Australia,0.77023953,,9.91078568,73.2925819,,54875.286,28,0.282237061
Austria,0.74673975,,10.4340315,99.6407665,,50114.4011,4,0.368212389
Azerbaijan,0.57776755,2.681080103,4.03829002,21.03919,15840362635,4805.75372,1316,11.29770437
Burundi,0.38617063,,7.99091434,,593889381.1,228.213589,2519,271.519768
Belgium,0.76041967,,10.6560497,87.939865,,46591.4916,8,0.611385821
Benin,0.40029073,2.965199947,2.38842916,,3877755764,1219.51551,5196,130.6139905
Burkina Faso,0.38369194,5.785480022,5.46494246,,3686905203,796.115207,16513,226.2503755
Bangladesh,0.46403643,1.326320052,2.48357606,37.6848836,57094167970,1855.74009,12316,12.6235926
Bulgaria,0.61389816,,7.12611389,70.4127472,40501402415,9879.26853,66,2.021627903
Bahrain,0.65247202,,4.01147509,91.2338182,,23551.9301,2,1.042173073
Bosnia and Herzegovina,0.57968408,,9.04909897,,13231145803,6119.76234,4,1.201029551
Belarus,0.70007819,4.97947979,5.86133957,74.1202163,40734118642,6837.71783,25,0.342875862
Brazil,0.55149794,,9.5912714,47.8493132,5.68646E+11,8897.55297,4885,11.74720727
Brunei Darussalam,0.62639135,,2.16031361,,,31085.9619,,
Bhutan,0.47529703,,3.60761595,64.6300263,2703804732,3322.86333,49,16.30617108
Botswana,0.4140285,6.91437006,6.04836559,,1565096394,7203.06422,288,79.84379488
Central African Republic,0.29163191,1.768710017,7.75300884,13.9461923,887586414.7,467.908032,3270,642.8639803
Canada,0.7975201,,10.8444777,84.36813,,46328.6718,31,0.440847836
Switzerland,0.75611514,,11.291481,99.6386257,,85334.5195,5,0.865825523
Chile,0.65160418,,9.33272362,77.1522744,,14741.7144,58,0.660752209
China,0.65310264,,5.3502779,68.0360579,2.11416E+12,10143.8382,14749,1.745208846
Cote d'Ivoire,0.37988934,3.700400114,3.29862952,,19816398560,2276.33239,8922,99.14896663
Cameroon,0.39740151,3.100500107,3.59539533,,12849396625,1533.09569,7792,320.21341
"Congo, Dem. Rep.",0.36636928,,3.53626084,13.1513344,5617843790,580.716871,,
"Congo, Rep.",0.41926572,3.898000002,2.08331084,,5379079716,2369.72949,,
Colombia,0.6043303,4.506219864,7.70943594,18.1665744,1.38625E+11,6424.97949,986,6.533727483
Comoros,0.4046883,,5.17030334,,265687364.9,1401.54231,122,103.4038883
Costa Rica,0.62863505,6.808790207,7.27393246,30.3332234,29800758229,12693.828,28,2.874488371
Cyprus,0.75552022,,7.00903225,77.0799502,,29206.0767,1,0.221728159
Czech Republic,0.75225741,,7.83470726,84.7166418,,23660.1488,,
Germany,0.75116247,,11.6972494,97.1199417,,46794.8993,34,0.230241834
Dominica,0.54474932,5.571609974,5.46006632,,282940980,8516.28004,2,7.458843905
Denmark,0.75509483,,9.95583057,91.8892027,,59775.7351,3,0.674520481
Dominican Republic,0.50276691,4.042769909,5.929142,,38396262855,8282.11713,277,22.13904825
Algeria,0.53455645,6.100359917,6.24337101,17.8390633,5492302707,3989.66828,766,5.933688314
Ecuador,0.59425485,4.225659847,7.81824684,41.6989867,51883469836,6222.52465,634,6.322306413
"Egypt, Arab Rep.",0.49437466,,4.73997355,66.3248608,1.1508E+11,3019.09228,,
Spain,0.72825503,,9.13213158,95.6654989,,29554.4905,22,0.374030779
Estonia,0.7772032,,6.7304492,93.0613218,,23397.8783,3,0.31410514
Ethiopia,0.38278484,,3.23808599,6.48069331,28374718501,855.760885,19592,150.7167985
Finland,0.79600102,,9.15348339,84.0998656,,48628.6418,1,0.135770701
Fiji,0.50857329,5.067880154,3.81607008,,1344060627,6175.89065,46,28.68335486
France,0.76273721,,11.0574722,78.5891169,,40578.6443,31,0.416830647
"Micronesia, Fed. Sts.",0.50596654,,11.4420805,,,3585.39245,,
Gabon,0.45761245,2.767829895,2.76836205,,7198927676,7766.99655,78,45.01735165
United Kingdom,0.78294295,,10.154027,98.0815374,,43070.4984,99,0.241687439
Georgia,0.5689258,3.808640003,6.65744257,34.7222758,18756971467,4697.98365,37,2.466477942
Ghana,0.4500564,,3.41858864,12.8655453,26738836502,2246.62558,3601,67.6379609
Guinea,0.37094247,1.848369956,3.98389959,,2999682895,1058.14337,7290,130.2982047
"Gambia, The",0.42157063,2.875299931,3.82171082,29.5908716,712541774.6,772.045914,,
Greece,0.69000649,,7.83788586,90.945855,,19133.7578,12,0.18817818
Grenada,0.56507051,,4.96524,,525667644.2,10827.4353,2,3.419665311
Guatemala,0.46127009,3.199280024,6.21161032,,25034633159,4638.63494,2401,48.88572609
Guyana,0.49522647,,4.93048668,,1530459138,6609.51128,26,23.59726918
"Hong Kong SAR, China",0.81275654,3.810600042,,85.9328816,,48354.4734,,
Honduras,0.48102313,4.912849903,7.2839179,49.317481,9744777320,2556.45689,239,41.97123216
Croatia,0.70969397,,6.97861767,69.0896515,,15311.7669,3,0.639788759
Haiti,0.44656491,,4.72808981,,2213887989,1312.77064,3183,204.1135337
Hungary,0.68308729,,6.35002232,87.7511014,,16735.6598,16,0.720815955
Indonesia,0.54003847,2.841850042,2.90493584,,4.02106E+11,4135.20153,9016,45.46947126
India,0.4935109,,3.0141468,43.9042902,5.60871E+11,2100.75146,128512,47.24460057
Ireland,0.79259902,,6.67931509,82.7771201,,80886.6157,3,0.387531039
"Iran, Islamic Rep.",0.59340447,3.663199902,6.71061659,,4855393068,3114.62275,,
Iraq,0.40764329,,4.47671509,43.1273041,,5980.62692,1017,8.174963847
Iceland,0.74528188,,8.63868046,83.6880344,,68941.4622,0,0.314953889
Israel,0.73399532,,7.46131897,94.2053481,,43951.2477,13,0.53699251
Italy,0.72781968,,8.66856861,95.7770329,,33641.6338,23,0.292293417
Jamaica,0.53497791,5.163640022,6.09748316,,18576584889,5369.49837,19,3.417798746
Jordan,0.55317438,2.988470078,7.58246946,82.0836698,33481611279,4405.48711,304,2.73760489
Japan,0.80471426,,10.7437248,81.0337946,,40777.6087,113,0.601210876
Kazakhstan,0.62850642,2.856970072,2.78745675,,1.58958E+11,9812.59581,565,2.196964311
Kenya,0.54675251,4.97439003,4.59182692,,34941393888,1912.64787,6307,122.3104484
Kyrgyz Republic,0.5966171,5.366749763,4.49454117,92.3886769,8448338537,1374.0321,,
Cambodia,0.49158987,,6.98908329,,15329443357,1643.12139,3347,18.31475656
Kiribati,0.49259293,12.39466,10.2641439,26.3552741,,1601.86187,7,53.33530028
St. Kitts and Nevis,0.58618164,,5.39632845,,,22046.6899,,
"Korea, Rep.",0.79877627,,8.1641655,99.9422626,,31902.4169,,
Kuwait,0.56258804,6.49243021,5.49601221,100,,32373.2511,31,0.900290302
Lao PDR,0.45666534,,2.59852362,61.3614464,16701083151,2635.80002,,
Lebanon,0.51512551,2.592020035,8.64661503,16.5343255,73893126217,7578.17237,40,2.73888794
Liberia,0.31901422,2.270390034,8.47005749,,1296390617,672.340499,563,214.8689487
St. Lucia,0.60256475,3.264879942,4.32460737,,638927013.2,11591.0805,,
Sri Lanka,0.5983243,,4.07979679,,56117855647,3852.2656,118,1.480363825
Lesotho,0.40039259,7.800149918,11.2694635,45.8204005,935870653,1113.37214,528,161.5737673
Lithuania,0.70604795,,7.00600433,93.9154226,,19575.7685,8,0.758992733
Luxembourg,0.68614614,,5.37075996,96.7653382,,113218.713,0,0.718790453
Latvia,0.70658141,,6.57814217,81.0865361,,17926.8416,5,0.468054372
"Macao SAR, China",0.79567158,3.061460018,,65.4875789,,86197.3657,,
Morocco,0.50411636,,5.30845118,39.0063091,55058242774,3235.00066,951,30.48039125
Moldova,0.58415353,6.104579926,6.3779459,,7523711270,4491.68883,66,1.770908173
Madagascar,0.39199102,2.944900036,3.68728375,10.0579167,4065354125,522.989524,5732,278.4952425
Mexico,0.61294985,,5.43305254,54.8817225,4.72378E+11,9950.45008,2716,9.152461242
Marshall Islands,0.42339814,9.611289978,16.3414002,,,4073.10983,4,11.51601434
North Macedonia,0.55734921,,7.25409985,12.1844035,8986250458,6070.38805,10,1.82894846
Mali,0.31826958,3.438679934,3.89389849,19.2290377,5104405565,879.043187,11744,159.290565
Malta,0.7092483,,8.21444321,91.8679747,,30186.196,1,0.27354532
Myanmar,0.47765201,1.974210024,4.67856407,60.7676663,11119585996,1271.11157,6606,35.33920148
Montenegro,0.63318181,,8.32983208,45.6269883,8339382594,8910.65083,1,0.348579801
Mongolia,0.61439753,4.940889835,3.76607823,54.5295235,31649904770,4404.84583,286,11.61122829
Mozambique,0.36211666,6.229990005,7.83351135,,20110335953,506.641639,7372,82.87813273
Mauritania,0.38154608,1.893730044,3.30329728,,5369750057,1743.3029,467,154.7660006
Mauritius,0.62185925,4.719299793,6.19943714,,18162452893,11097.169,8,5.323162817
Malawi,0.41324064,3.711319923,7.39341164,23.9589321,2428679899,591.84639,4104,103.5989271
Malaysia,0.61097616,4.16339016,3.82514191,,,11432.823,194,1.978703396
Namibia,0.44643754,9.480409622,8.49700546,,,5009.6859,262,64.03986726
Niger,0.31568518,3.523169994,5.6686306,15.8086138,3608754288,554.099389,17390,473.4385027
Nigeria,0.36060983,,3.02666044,29.9045147,60047046402,2229.85865,129444,395.4309945
Nicaragua,0.50809824,3.442830086,8.4039259,,11680507308,1926.69969,329,14.1949337
Netherlands,0.78991503,,10.130311,97.496943,,52476.2733,9,0.294188091
Norway,0.77105117,,10.5213471,65.038926,,75719.7529,2,0.205875013
Nepal,0.50460178,,4.44515085,45.5167791,6513481342,1194.95688,3441,23.71463433
Nauru,0.50841212,,9.78171635,,,11029.7356,1,9.986600232
New Zealand,0.77593243,,9.74117661,81.3700305,,42755.2163,8,0.67984575
Oman,0.60811627,5.413209915,4.07190228,,,17700.7035,37,1.991356768
Pakistan,0.40607002,2.507550001,3.37992716,,1.07901E+11,1288.55632,46646,106.0669588
Panama,0.50160199,3.127360106,7.58405781,,1.07416E+11,15774.2549,141,18.84450801
Peru,0.60519266,3.819960117,5.21506882,50.2963387,64247279473,7027.61221,1115,12.39160496
Philippines,0.51596212,3.234369993,4.07676649,59.4503465,83617256190,3485.34084,9617,23.11670573
Palau,0.58811349,,15.1504889,,,15232.4871,1,5.355092493
Papua New Guinea,0.429185,,2.30036092,,18744676569,2820.3064,4798,95.05024404
Poland,0.75308859,,6.44682503,90.4848463,,15732.2031,65,0.293266535
Portugal,0.76894957,,9.53145981,84.9582301,,23330.8173,9,0.69820063
Paraguay,0.52818006,3.469710112,7.17281008,59.5201253,16387629382,5380.96332,143,10.2325891
West Bank and Gaza,0.57999665,,,65.1445792,,3656.85827,,
Qatar,0.63777161,2.812289953,2.9106288,97.2,,62276.4287,5,1.448657679
Romania,0.58418787,,5.74447823,82.3387254,1.18298E+11,12899.3461,364,1.395708656
Russian Federation,0.68141961,,5.64849138,60.6542156,4.8424E+11,11497.6492,,
Rwanda,0.37955275,3.355459929,6.41066742,,6514940152,820.149289,2076,87.35776312
Saudi Arabia,0.5763905,,5.68828773,57.8488723,,23139.798,39,2.152426564
Sudan,0.37744519,,4.57356596,,22264288833,610.927862,2912,97.2136223
Senegal,0.42011079,5.287199974,4.13226938,23.7642694,15138559758,1430.14826,2359,139.5008413
Singapore,0.87912571,2.631969929,4.08152914,100,,65640.7079,10,0.251820112
Solomon Islands,0.41987261,,4.77362394,,350464708.8,2344.04898,92,43.37393058
Sierra Leone,0.3627021,7.365429878,8.74976635,13.7817518,1853041457,521.754837,4200,98.31274522
El Salvador,0.54617661,3.385159969,7.16578436,,17379449892,4167.73094,120,10.8363614
Serbia,0.67660636,3.619220018,8.67206478,18.2294872,32560157793,7417.20365,13,0.553232861
South Sudan,0.30652085,,6.04213858,,,,5373,227.6467742
Slovak Republic,0.66498733,,6.9586463,81.9309882,,19303.5457,,
Slovenia,0.77498698,,8.52386475,70.3891117,,25942.9548,1,0.157349517
Sweden,0.79535711,,10.8674927,94.9178177,,51939.4297,5,0.328082524
Eswatini,0.37250081,5.645549774,6.78069067,,630306421.4,3915.64347,237,136.4519458
Seychelles,0.63277906,3.914589882,5.1902914,,,16213.4808,2,3.168256587
Chad,0.29978278,2.372459888,4.3536315,9.95113583,3313206994,709.540043,13750,751.9146754
Togo,0.43186805,4.969379902,5.72606897,9.10383417,2010066450,893.352454,1386,375.9976131
Thailand,0.60931098,2.968980074,3.78912091,25.607814,1.79773E+11,7817.00967,370,3.271396485
Tajikistan,0.50411636,5.712900162,7.10529375,,6642228624,890.544402,1965,54.29543855
Timor-Leste,0.45431453,,7.15850592,,203400669.6,1583.71358,,
Tonga,0.53112066,7.959630013,4.98149967,34.0954474,186483847.2,4903.01214,3,2.128816264
Trinidad and Tobago,0.60348773,3.561239958,7.02007389,,,16637.1629,12,4.585429429
Tunisia,0.51680994,,6.95845938,79.6179906,39380531675,3574.65402,92,1.479775929
Turkey,0.64926183,,4.34409809,78.0622717,4.40773E+11,9121.51517,597,3.804162189
Tuvalu,0.44757712,,23.961813,,,4055.89561,0,6.464662994
Tanzania,0.3898347,3.534980059,3.82769322,26.2382776,24163852053,1085.88486,16979,35.46248107
Uganda,0.38417658,2.649810076,3.82522416,,13971124696,798.585734,6886,63.36863997
Ukraine,0.63138711,5.439650059,7.09860182,71.9773377,1.23921E+11,3661.4562,173,0.707219414
Uruguay,0.59876025,4.683320045,9.34783173,,,17688.015,24,2.792617375
United States,0.70176435,,16.7670631,98.2752227,,65279.529,538,0.31584235
Uzbekistan,0.62280571,7.001860142,5.61760426,,22406619848,1784.00982,6475,3.269723488
St. Vincent and the Grenadines,0.53334183,,4.75291252,,351677245,7460.15336,,
Vietnam,0.68996453,4.061970234,5.24965572,,1.17337E+11,2715.27598,2356,1.750629053
Vanuatu,0.45465854,1.78587997,3.36034679,,441265525.7,3116.29776,29,29.96626833
Samoa,0.54842168,4.706250191,6.36309385,47.6987883,408555300.1,4322.86846,5,5.16217374
Kosovo,0.56733173,,,,2428181898,4416.10836,,
"Yemen, Rep.",0.37278441,,,18.5684619,7055218066,,,
South Africa,0.42545339,6.505050182,9.10935497,,1.85357E+11,6624.76186,3952,71.93727586
Zambia,0.39692754,4.46517992,5.31220293,,27726254063,1305.00103,3559,133.1403096
Zimbabwe,0.46689311,,7.70356494,25.9635438,12244515424,1316.74066,4590,50.58232135
